Gene,L1 larvae01,L1 larvae02,L2 larvae01,L2 larvae02,"L3 larvae, 12 hr post-molt01","L3 larvae, 12 hr post-molt02","L3 larvae, dark blue gut PS(1-2)01","L3 larvae, dark blue gut PS(1-2)02","L3 larvae, light blue gut PS(3-6)01","L3 larvae, light blue gut PS(3-6)02","L3 larvae, clear gut PS (7-9)01","L3 larvae, clear gut PS (7-9)02"
CG4045,41.1072,45.6718,23.7237,26.2583,16.0793,17.9192,13.0193,14.281,14.4786,15.9272,15.4957,17.1296
CG16903,29.5505,30.8155,23.0474,23.9512,20.0727,20.9307,20.4312,21.1589,24.7787,25.766,24.8659,25.6978
CG3835,130.969,136.41,127.914,135.085,280.373,289.651,127.617,133.836,50.946,53.478,13.5978,14.6774
Pgd,154.469,153.024,151.514,151.062,195.013,189.28,83.8008,78.6691,63.146,58.96,61.9976,58.704
bcn92,32.619,38.6941,38.6752,46.1825,26.6784,31.5194,12.962,15.3611,13.083,15.4231,17.3141,20.637
Cyp4d1,43.686,44.7323,88.9461,91.3203,89.5866,92.1665,209.913,218.065,105.8,109.626,46.1486,48.0286
CG3630,22.8883,20.5062,15.3728,14.1388,24.4274,21.5323,17.9774,15.9608,25.6426,22.8626,37.284,33.8392
CG3621,65.4476,170.549,69.0554,168.299,62.4205,194.554,37.6976,124.547,18.9667,62.448,12.8081,43.8843
Nmd3,76.3254,82.9233,36.276,39.2868,24.3534,26.3783,15.2322,16.4954,14.7269,15.9505,15.5398,16.7441
CG17776,66.1074,66.1074,72.8488,72.8488,61.2836,61.2836,38.385,38.385,35.6044,35.6044,31.4876,31.4876
Mct1,29.1292,29.9917,26.3009,26.843,10.3691,11.161,48.0745,49.1114,90.3306,92.5018,65.5964,67.1988
Vinc,48.3081,48.9092,36.5614,37.0164,44.904,45.4627,29.1023,29.4644,33.6926,34.1118,36.9948,37.4552
crn,14.5281,15.1224,13.188,13.7275,10.8068,11.2488,10.2916,10.7126,13.7034,14.2639,13.889,14.4571
CG2924,20.2943,18.3702,13.4157,12.5263,12.0716,11.0061,16.2366,14.6137,38.7375,34.655,94.4134,82.7608
CG2918,66.52,65.6438,149.179,148.016,84.2595,82.8,36.0886,35.6628,50.5588,49.9677,70.5113,69.8349
mRpL14,44.7158,44.7158,52.8407,52.8407,42.7334,42.7334,13.8278,13.8278,13.8723,13.8723,14.2979,14.2979
tko,50.8692,69.3654,60.3195,82.3805,50.4445,67.4623,16.0886,21.8295,13.4285,18.0167,14.514,19.8132
trol,81.1483,73.1679,86.581,77.7915,116.095,105.167,55.5878,53.8582,85.7335,83.1285,52.6264,49.5857
wds,31.7956,33.316,14.7977,15.4667,11.5785,12.1007,11.1953,11.6911,18.7267,19.5242,20.2399,20.9405
egh,25.3438,26.857,19.9265,20.5926,17.8273,18.9587,14.995,15.7127,25.2347,26.4809,43.3494,42.5171
CG8636,216.484,263.877,170.323,207.566,130.901,159.331,133.855,163.025,138.297,168.483,139.087,169.335
CG10260,21.8365,21.7877,18.3398,18.0474,15.7468,15.6316,11.1351,11.1184,15.2778,15.1454,11.993,11.7959
sgg,44.9608,43.9277,37.4373,36.6842,30.8184,32.7622,27.1985,27.71,55.2979,58.7844,84.6005,84.663
CG2658,23.48,24.4704,24.1988,25.4511,22.7401,23.7699,11.4583,12.0738,13.9385,14.6733,12.4273,12.9685
Csat,11.01,11.0785,19.5305,19.6764,15.0109,15.1613,13.8843,14.1033,12.4391,12.5858,13.5789,13.7215
eIF2B-beta,45.2266,45.1582,50.162,50.5821,36.0121,35.5509,28.6723,28.6257,28.1567,28.1709,30.2668,29.9225
CG2701,18.7483,19.151,16.5658,16.9166,17.1983,17.5677,15.4805,15.8132,19.1023,19.5126,17.0931,17.4605
ttm50,81.1875,91.2245,67.0379,75.1615,57.5345,64.4897,14.5635,16.2739,16.8067,18.8319,13.6586,15.2556
CG32795,58.4521,58.6388,80.6729,80.4278,55.7664,55.6762,41.5019,41.3135,28.7573,28.8504,24.5483,24.4565
CG3588,265.899,291.545,301.248,328.683,257.052,278.493,138.506,151.288,123.114,134.472,41.6997,45.6359
CG3603,16.9591,21.6291,30.1573,38.0562,24.6768,31.0622,28.0607,35.2368,17.2576,21.6131,11.3729,14.187
CG3939,27.3288,32.2617,37.4969,43.9735,25.9447,30.5563,47.1322,55.4124,46.9557,55.2855,60.892,71.263
CG14265,308.611,308.611,12.3768,12.3768,14.4444,14.4444,131.487,131.487,255.35,255.35,101.3,101.3
Pig1,66.9557,66.9557,53.9796,53.9796,194.089,194.089,145.878,145.878,112.405,112.405,51.8333,51.8333
CG12206,12.0795,12.4878,21.3186,21.9646,17.9828,18.6521,13.5129,13.8948,12.8426,13.2499,12.654,13.0855
CG14270,26.8475,26.8302,43.0462,43.0305,30.1946,30.214,12.0367,12.0143,12.5761,12.6002,16.7881,16.7698
Rala,14.1229,16.2432,16.528,18.4241,11.9524,13.6851,10.3755,11.7541,16.587,18.7625,21.6421,24.4394
roX1,23.0308,23.0287,25.4962,25.4972,20.5447,20.5513,23.2463,23.2426,52.5816,52.5736,71.7511,71.7493
CG2930,72.2125,70.8918,95.9455,95.0987,55.2842,53.7341,96.307,94.9812,45.9695,44.9504,30.6748,29.9924
VhaAC39,413.623,449.612,310.92,337.905,254.549,276.675,170.644,185.481,132.013,143.452,109.181,118.673
Vap-33-1,35.9688,31.323,57.8686,55.7786,59.7245,52.9828,49.8287,43.2345,77.03,65.2009,91.871,86.3972
lva,19.2117,19.39,27.4929,27.6875,23.0304,23.1924,14.836,14.9498,20.8421,20.9716,18.5455,18.6544
cib,17.4071,19.7878,86.4775,94.2453,56.1951,63.9407,191.064,211.669,449.609,503.954,1108.17,1250.93
Fas2,52.8905,53.4186,29.1511,29.6382,24.2377,24.2272,13.142,14.9496,28.1593,28.3938,38.3468,38.6249
CG2982,35.4302,36.3042,26.8051,27.448,19.4679,19.8906,13.584,13.9376,16.1615,16.5944,20.8138,21.2993
mRpL33,26.4472,39.1099,45.8546,67.7854,36.5014,53.2313,28.4431,40.9567,22.153,32.7037,26.8826,39.8667
CG3626,12.066,12.6648,13.9054,14.4891,14.3253,15.1542,10.4932,11.0726,15.3125,16.0231,14.9356,15.702
CHOp24,96.2107,115.371,142.913,171.263,105.026,125.902,108.153,129.631,92.8654,111.301,83.0976,99.5601
CG11444,58.5863,58.3838,73.7033,73.599,57.895,57.8388,37.1775,37.1269,41.1037,41.0633,47.2537,47.3732
mRpL30,60.72,66.6574,59.5297,65.7376,45.2956,49.3811,23.6396,25.5723,21.8169,23.8558,24.76,27.3422
torp4a,16.6819,18.6213,24.9159,27.716,21.3049,23.9392,24.2139,27.2712,27.9161,31.288,30.2053,33.7249
Cbp80,22.4468,23.934,21.69,23.1253,15.5436,16.5528,16.5344,17.6244,23.1774,24.8424,30.1267,32.0815
ctp,184.126,206.669,167.433,195.741,185.439,212.651,155.473,177.1,185.688,211.34,243.03,282.783
l(1)G0334,332.785,333.45,313.118,313.722,299.709,300.195,121.193,121.406,68.9981,69.114,48.6312,48.6952
CG6903,22.316,20.2798,18.8699,17.0438,12.5772,13.7203,26.5773,25.0503,30.8432,28.8125,29.2049,27.0086
CG4068,37.1035,37.5603,28.1242,28.4941,22.7888,23.8323,24.5833,24.8949,50.724,51.1961,66.8161,67.5094
snf,37.6044,41.8792,41.1699,45.7776,28.3606,31.4631,37.9289,42.1563,43.6457,48.4594,57.735,63.9935
Sas10,68.5346,68.4972,30.3419,30.3185,20.7689,20.7735,10.6628,10.6718,13.3438,13.3199,14.2719,14.2615
CG15784,12.4914,12.5457,16.0542,16.2796,33.4447,33.5989,57.033,58.2244,59.3176,60.466,43.3202,43.789
Mlc-c,79.7965,78.6232,138.704,135.243,85.9118,83.7395,147.874,143.727,194.36,188.663,302.801,293.872
Sirt4,16.0703,14.4888,17.1374,15.9118,15.2168,14.5638,13.6055,12.4333,18.1908,16.2308,24.8646,22.6602
CG4119,18.4883,18.3923,13.3218,13.165,11.5067,11.299,10.4718,10.3417,15.2029,15.1088,14.8476,14.6237
Rab-RP4,36.6228,46.1465,31.5397,39.1318,24.7815,31.1491,44.2644,56.1101,47.544,60.3655,58.1888,73.2277
RpL35,1511.78,1361.29,1910.02,1753.15,1398.68,1272.38,1335.97,1216.11,1236.88,1122.3,1429.77,1258.72
CG33080,27.2962,27.1475,22.6342,22.5226,23.3299,23.0563,28.5589,28.2955,24.5925,24.5046,11.7647,11.758
CG15771,32.4359,33.8303,22.3507,23.1961,19.9719,20.7963,14.8556,15.4498,22.355,23.1928,34.7575,36.1677
MAPk-Ak2,48.9688,49.4588,41.932,42.4091,36.3701,37.0581,41.723,42.3151,53.6515,54.1452,65.8425,66.2202
CG3033,12.5384,12.9882,14.5389,15.0605,13.2145,13.6886,16.3625,16.9392,17.6842,18.3187,16.9884,17.5907
CG3016,11.4157,11.4157,10.7593,10.7601,11.4663,11.4663,12.19,12.19,18.665,18.665,19.1012,19.1012
Act5C,2273.89,2396.64,2964.46,3138.26,1783.43,1883.69,1663.26,1757.7,2282.41,2410.71,3340.77,3532.23
CG3011,269.811,281.612,150.013,156.524,242.714,253.18,113.571,118.545,209.237,218.415,428.098,446.617
CG6041,21.2069,21.2247,18.7715,18.3262,13.4832,13.0844,15.4572,15.3132,24.8596,24.6355,55.4315,54.6797
CG5941,36.1914,37.3145,41.2276,42.4718,35.0523,35.941,29.6759,30.5277,32.4138,33.4371,35.1878,36.4344
CG3774,28.9569,29.2816,22.8208,23.6867,26.3444,27.2237,19.3097,20.1752,13.0294,13.2976,10.2508,10.5205
sqh,98.9762,107.238,108.255,117.123,77.514,84.2858,137.364,148.231,234.402,252.959,362.838,385.935
Lag1,54.3366,55.2974,46.4369,47.2647,39.7942,40.4934,37.3943,38.0707,50.3447,51.2509,62.8802,64.0015
Spt6,38.5571,38.2175,29.0001,28.8517,23.8078,23.7361,18.703,18.5978,29.6486,29.7027,30.3749,30.3867
CG3566,117.239,136.726,144.681,173.632,115.013,134.5,92.5299,109.575,73.4357,85.068,69.5501,80.7107
Top3beta,22.3547,22.6024,17.0288,17.2126,14.8862,15.0624,11.1185,11.2613,15.5346,15.6797,15.3593,15.5032
wuho,23.9752,24.11,17.1727,17.2716,13.7908,13.8554,11.1895,11.2369,14.5786,14.6378,15.0841,15.1399
Rpt4,53.0357,53.1,100.538,100.567,71.9822,71.9984,123.978,124.023,226.495,226.556,299.627,299.684
CG3847,50.9192,50.9087,28.5267,28.4033,24.133,24.0217,18.7311,18.6794,30.0684,29.8912,31.7054,31.5774
CG3446,212.799,201.514,212.785,201.813,187.033,177.214,96.2243,91.5838,66.5249,62.8466,70.7226,67.3352
kdn,656.714,724.031,538.383,591.586,524.986,578.009,212.591,233.599,104.449,114.64,74.2024,81.4319
Marf,52.2951,53.9249,45.3818,46.6892,46.1333,47.4517,39.6863,40.8622,47.1205,48.5159,38.2851,39.3564
PpV,33.3145,37.1759,28.9407,32.1335,20.549,22.7475,19.6173,21.7624,24.2991,27.0196,27.0318,30.2874
Spat,93.1387,105.04,40.5224,45.5136,102.119,115.277,109.009,122.211,64.7749,72.8061,18.989,21.7136
RpL7A,2555.21,3503.06,2175.66,2981.93,1925.27,2638.71,1498.14,2053.76,1469.63,2014.6,1549.09,2123.71
CG34417,36.2416,38.8565,41.8907,36.2425,50.4533,55.2177,46.6422,37.8422,90.9161,66.465,148.346,97.3737
CG3226,41.6404,55.4639,51.0679,68.5828,33.443,44.7656,33.0399,44.5092,42.4207,57.4264,48.3975,64.7278
CG3224,64.691,69.5031,40.6583,43.5755,28.882,31.0026,23.8178,25.4669,27.7432,29.7831,27.3333,29.2493
Ctr1A,17.3693,17.1988,24.1257,23.9797,24.7343,24.271,16.7842,16.5705,19.1392,18.8106,22.0261,21.6825
CG3192,197.875,237.087,157.861,188.898,152.109,181.673,73.6505,88.2934,45.3047,54.2991,36.2939,43.4472
l(1)G0255,272.289,270.565,283.623,281.878,309.77,305.875,144.126,143.467,107.723,107.215,79.0952,78.8534
Pink1,32.7092,32.8936,25.8697,25.5961,37.5627,37.5175,57.8148,59.7297,68.9267,70.0896,52.297,54.2171
CG14442,22.658,21.4515,14.2223,13.4948,13.0318,12.5922,10.6477,10.208,18.2361,17.4973,17.9014,16.9012
CG3168,136.646,137.323,85.0665,86.5345,101.848,103.58,80.2979,82.2027,86.5945,88.4552,144.353,145.649
RpL17,3860.89,3894.06,2878.13,2902.93,2307.22,2327.63,1959.74,1976.44,1813.24,1828.85,1625.6,1639.25
COQ7,26.824,33.4607,30.1303,37.5162,24.5856,30.585,20.5071,25.2542,19.764,24.2982,19.8311,24.3013
CG4586,14.5877,15.5735,13.334,14.2132,18.3361,19.5215,26.9479,28.8124,26.9787,28.8342,26.2647,27.8996
CG3040,13.7202,13.7202,15.2925,15.2925,11.5249,11.5249,10.0655,10.0655,13.7312,13.7312,17.8624,17.8624
ogre,50.2383,47.18,55.0259,52.0046,40.3235,37.8744,43.5937,41.1924,74.6761,70.4606,120.522,113.867
inx7,30.5462,36.1065,34.8751,40.7507,17.0366,20.0573,21.2707,25.0446,11.6007,13.733,15.8369,17.7449
inx2,73.0997,69.5863,82.6612,78.2885,45.2483,55.9776,71.8847,68.9722,130.887,125.584,188.701,180.083
cm,13.7354,13.6986,16.784,17.0593,14.8678,14.7993,15.3694,15.3504,16.7758,16.6588,18.8919,19.2469
CG4593,31.5434,31.4582,27.2375,27.1639,22.8103,22.7486,16.7107,16.6655,17.3412,17.2943,20.3605,20.3055
CG4607,12.5999,13.2309,11.4971,11.9532,10.0228,10.3892,12.3196,12.7793,18.0675,18.6558,27.2948,28.4564
Sxl,29.1985,36.386,25.7235,23.0977,12.4958,17.5283,12.998,13.174,21.364,31.151,32.1296,44.2118
CG1677,45.2017,47.3877,29.6285,31.072,23.7225,24.8738,22.864,23.9727,36.3024,38.0654,41.1907,43.1954
CBP,44.6539,44.6168,32.2562,32.7251,30.437,30.448,17.9114,17.9112,31.0615,31.0657,42.9829,43.6898
Pdp,26.3862,24.7228,22.8991,21.7419,26.0299,24.9385,24.3076,23.7865,23.6841,22.6488,23.3482,22.4501
Tom40,105.283,117.108,105.43,115.665,62.9773,69.1316,14.6801,17.2243,17.4899,20.4395,20.7156,23.8567
CG10932,138.809,138.809,154.542,154.542,230.98,230.98,77.4012,77.4012,43.3955,43.3955,35.5946,35.5946
CG18624,330.494,359.165,277.566,295.894,258.43,289.654,174.126,187.7,92.9729,101.835,78.8169,86.1567
p115,20.4206,20.4131,25.3703,25.3611,18.6757,18.669,16.4533,16.4473,21.4433,21.4355,22.7992,22.7909
RpS6,2994.82,3623.52,2449.96,2964.34,1980.5,2396.19,1635.83,1979.15,1582.58,1914.84,1528.8,1849.57
CG1444,53.1042,55.0835,58.7694,60.9336,52.0334,53.9446,23.0186,23.8765,18.961,19.6677,21.6593,22.4566
RpS14a,667.71,931.81,539.829,746.488,417.264,577.047,425.037,588.753,390.133,542.273,371.754,503.526
RpS14b,83.9951,112.433,104.408,139.785,86.9394,116.583,98.3589,131.75,91.5076,122.324,91.9168,122.819
l(1)G0193,18.3578,17.4903,21.1307,20.7116,20.1411,19.8327,30.9521,30.932,38.1662,37.0783,65.2418,63.485
sws,18.1804,18.1216,10.9981,10.9689,11.8661,11.8755,10.3281,10.0839,17.6625,18.3476,19.0456,19.74
CG2233,378.692,381.206,243.976,243.872,331.451,355.933,665.426,664.662,641.038,639.941,639.441,635.941
mys,48.9893,48.725,48.2001,48.0836,49.6046,49.154,38.15,38.0678,63.4106,63.2746,88.5753,88.5339
Ubc-E2H,19.5756,20.0688,14.874,16.7379,14.7131,16.2824,18.5723,19.518,55.7498,57.536,100.203,103.153
Gclc,69.3002,69.3541,63.7001,63.3766,28.9669,28.922,42.1018,42.0918,27.126,27.1081,19.8237,19.8946
CG2116,18.4645,17.8947,15.8307,15.4808,16.1186,16.0414,13.7149,13.3982,16.1109,15.5228,15.8873,15.7085
Smox,21.736,23.6533,19.0197,19.2877,18.2058,18.9953,16.8203,16.541,32.7917,34.7282,35.5058,33.2298
CG2263,59.6161,59.5109,67.6741,67.5548,50.3914,50.3025,26.8797,26.8323,28.0737,28.0242,27.9142,27.8753
GIIIspla2,26.4242,28.6915,16.2311,17.6419,17.4869,18.9976,40.6393,44.1745,42.4194,46.1291,34.0241,36.973
sni,22.7464,26.4177,29.2354,33.9901,27.6698,32.1433,18.7275,21.8102,13.5959,15.7316,11.035,12.719
Trxr-1,298.136,301.95,287.223,301.807,224.079,225.058,93.0397,94.1692,97.2438,97.7704,96.2867,98.6729
ND75,257.785,273.052,238.168,252.057,253.749,268.533,85.8755,90.8673,59.135,62.5829,39.1424,41.3906
CG11190,16.7762,16.862,15.3625,15.4411,13.5412,13.6104,14.9831,15.05,20.886,20.9928,20.7225,20.8216
CG1440,34.3819,35.8065,69.4362,73.424,62.5897,63.8755,63.5574,64.6055,62.8681,63.7725,81.529,82.5066
CG15347,272.489,299.897,232.519,259.838,164.414,180.905,167.305,186.482,87.5603,97.9459,65.7796,72.5942
CG12116,128.11,128.11,133.056,133.056,127.468,127.468,146.42,146.42,92.672,92.672,63.8391,63.8391
CG33181,25.4803,27.3163,17.1994,17.2278,20.3851,20.0563,15.4663,15.0945,15.4171,18.0156,18.2034,17.5443
Nrg,114.074,113.248,62.7607,62.1246,63.4018,62.6179,31.9474,31.5829,46.3871,45.9276,43.3652,42.7092
spirit,16.381,16.5898,17.3242,17.4788,26.2066,26.458,36.6903,37.2249,64.214,65.1591,105.131,106.551
CG12065,37.0824,37.488,23.7724,23.985,23.8421,24.0174,21.2394,21.3905,27.2981,27.5677,23.717,23.8614
Crag,24.5932,23.7062,18.2378,17.401,16.5741,16.0414,14.8847,14.2781,27.6082,26.6045,34.8966,32.9623
CG11284,27.8714,26.1928,32.0249,30.8577,30.7882,31.2846,34.2776,33.1189,30.6761,29.3724,26.0992,24.4781
CG2004,41.9824,45.4955,55.0068,59.6618,23.6924,25.9408,13.7153,15.0041,14.8423,16.0292,15.3761,16.6649
CG1785,55.0611,57.811,32.909,34.6079,20.4729,21.4355,12.3237,12.9744,14.2475,15.02,15.3225,16.1393
CG1789,27.745,32.663,16.5608,19.3016,13.0695,15.3186,10.1964,12.0632,10.7026,12.5987,13.5684,15.8727
CG12075,16.5417,18.741,32.2066,32.5877,20.5744,22.5961,10.7046,11.4668,12.6423,13.9046,12.0888,11.8894
Moe,167.797,174.482,239.22,242.92,178.225,184.615,137.322,141.33,224.947,230.669,200.34,200.979
Rbm13,78.9455,101.893,34.6175,43.9757,23.4442,29.6059,10.1098,12.9361,12.6126,16.216,12.4306,15.8278
e(r),44.1904,43.8048,44.6116,43.1136,43.5284,42.3806,52.8111,50.8375,69.7551,67.5134,90.764,87.7341
CG10962,23.5914,32.7763,54.4481,75.7513,94.2219,130.817,151.861,211.757,89.0439,123.976,66.0287,91.7622
CG7267,130.96,181.697,54.1103,73.4587,110,148.669,117.106,160.713,111.062,153.488,118.717,153.218
CG7033,202.354,219.506,169.111,182.551,138.765,148.227,65.9658,70.7168,97.2808,103.156,109.52,119.385
CG7766,46.4126,48.0055,33.1739,33.7409,41.5147,42.4722,31.1815,32.291,28.3221,28.737,18.4926,19.0917
Bx42,29.518,31.2358,24.5921,26.0489,19.6058,20.7095,20.9799,22.1687,27.4687,29.1007,30.3035,31.9336
AP-1gamma,27.4672,28.4738,25.5237,26.5024,20.1674,20.9534,14.3636,14.908,21.9971,22.8301,22.5176,23.3289
dalao,13.7135,13.7135,16.308,16.308,16.521,16.521,20.6684,20.6684,33.6009,33.6009,29.4871,29.4871
CG11042,46.2388,28.9067,66.9294,49.0597,46.311,29.5522,98.9361,79.8773,192.874,166.505,204.666,168.928
Ost48,69.9453,72.7041,148.441,154.308,105.495,109.67,100.641,104.608,102.851,106.921,98.5162,102.404
CG9034,110.122,159.826,125.47,181.746,110.366,159.799,56.9143,82.1499,35.5815,51.2674,26.4878,37.507
CG12057,136.584,136.584,415.537,415.537,116.314,116.314,1570.11,1570.11,1169.96,1169.96,709.202,709.202
CG15369,51.1158,79.2614,18.4853,28.5826,43.6465,67.2725,313.009,485.317,171.293,265.878,46.1798,70.9764
CG12121,21.5686,21.5686,20.7687,20.7687,17.3707,17.3707,16.7909,16.7909,20.4243,20.4243,25.9612,25.9612
Dsor1,11.3286,11.1927,12.2742,11.7057,11.2914,11.1781,14.6063,14.793,18.7281,18.4871,20.7977,20.9367
CG34026,29.4576,41.441,26.8409,41.2168,17.9291,25.9886,78.3216,123.978,44.4061,74.0214,28.2301,41.9865
l(1)G0320,168.041,207.647,382.458,465.682,294.933,346.682,139.158,159.759,140.47,161.596,165.837,197.811
RpS28b,852.278,1585.38,968.136,1798.54,735.999,1368.11,766.401,1424.97,683.956,1270.7,769.383,1424.87
Hex-A,119.246,119.246,80.362,80.362,65.1217,65.1217,42.3001,42.3001,54.0391,54.0391,47.8979,47.8979
Gga,15.7259,15.9973,16.3588,16.4732,16.0594,16.8484,19.6116,20.6236,25.2663,26.4981,22.4963,23.4864
Aats-lys,131.403,139.527,112.341,119.474,94.7121,100.562,45.1281,47.9685,47.5826,50.5448,48.4018,51.3555
l(1)G0232,32.4546,32.0238,28.0503,27.7749,18.4444,20.6806,17.782,19.8832,43.465,42.8622,60.0229,59.6135
CG1354,139.688,147.427,176.46,184.722,156.661,165.021,87.1076,91.0463,81.848,85.2143,85.5134,89.1981
CG32695,15.353,24.9477,24.1317,38.7526,33.2359,52.5936,30.3736,49.0139,25.4738,41.2204,27.2599,41.7693
CG1468,60.0686,75.5645,79.8573,100.235,131.81,165.051,58.6069,73.5561,40.5866,50.9345,32.8584,41.085
CG9686,33.3675,33.3675,24.5283,24.5283,10.7483,10.7483,12.4786,12.4786,30.2146,30.2146,72.1343,72.1343
CG9691,145.782,158.571,171.299,182.315,275.09,293.477,166.395,177.322,210.512,226.395,247.148,263.001
Idgf4,509.088,520.039,537.912,548.525,969.533,991.602,568.861,580.45,431.489,440.244,299.773,306.431
CG2972,57.2622,57.765,31.0971,31.3702,19.6256,19.798,10.1296,10.205,11.5566,11.6581,11.7376,11.831
l(1)G0230,492.698,555.01,545.365,618.904,519.404,594.576,234.439,269.479,133.605,149.133,100.724,116.09
CG15308,16.7488,24.1089,62.9326,90.7749,348.767,479.959,444.483,619.467,607.736,877.461,424.047,553.918
CG34408,18.6461,17.8483,23.6366,22.5859,15.0237,14.3995,13.1218,12.7337,19.4451,18.5056,20.4421,19.3546
Gip,168.615,166.808,153.171,151.471,156.03,154.446,85.1257,84.3141,42.6054,42.2802,30.0986,29.8666
l(1)G0289,75.6635,77.4768,59.278,60.9093,67.3287,68.654,84.3924,85.6742,131.494,135.267,124.28,131.149
CG17841,76.0155,80.386,85.155,89.697,69.7118,73.5183,22.7801,24.0862,22.7638,24.0216,15.467,16.2631
flw,21.1899,18.9039,18.0702,16.8992,13.1408,13.6771,11.1185,10.5142,17.0233,15.1451,16.658,17.1213
Neb-cGP,258.29,475.115,279.952,514.58,318.778,586.139,162.844,299.746,81.8177,150.52,59.7168,109.779
CG17255,38.5003,38.782,28.2391,28.8659,29.7162,29.867,21.0176,21.4716,54.3436,55.9284,53.235,54.9831
PPP4R2r,10.0547,10.1809,17.1983,17.424,16.2869,16.5619,26.7767,27.1928,39.9754,40.5269,47.4713,48.1613
CG32687,64.1796,65.793,61.7767,63.3108,58.5055,59.9763,71.7533,73.557,45.5052,46.6491,24.0142,24.6179
ras,112.761,112.606,43.7538,45.0176,33.547,33.4702,26.4159,26.3785,72.3824,72.198,127.267,130.238
Tango5,28.1994,32.3721,27.4054,29.1136,20.0918,22.0312,15.4367,17.2583,24.2932,26.8336,38.2284,39.6039
Atg8a,65.6262,76.3758,42.3332,49.258,66.4303,77.2916,172.451,200.557,264.362,307.592,369.441,429.755
CG15211,37.7635,39.5205,49.0455,50.4403,36.6356,36.647,24.9625,25.4625,18.1586,18.6731,12.2675,12.5284
sesB,3265.76,3335.38,2932.96,2994.21,2516.16,2572.48,1047,1071.35,525.483,535.128,443.512,450.228
CG15209,26.2087,26.4848,36.41,37.6393,29.0725,29.108,55.6272,55.5921,85.1767,84.6796,134.633,133.643
CG17333,37.5937,49.1331,40.4216,53.4502,45.4438,59.6992,28.8597,38.2953,22.4489,30.297,22.457,29.5757
CG1637,27.9347,30.3158,35.863,38.5633,65.1957,69.9738,98.5776,105.859,116.028,124.862,111.669,118.227
CG2145,59.7477,60.9164,91.4608,93.2386,133.688,136.255,105.046,107.101,55.7543,56.834,17.2359,17.5731
CG2076,56.7856,64.4441,64.1788,72.648,68.7068,77.7175,58.3003,65.8736,55.7516,63.149,47.481,53.6609
CG42249,27.6623,28.1968,39.5813,40.9258,17.479,18.0268,40.0825,41.0361,21.5022,22.2851,10.5572,10.8361
Hsp60,772.25,806.849,617.142,644.203,490.844,512.544,86.7511,89.3636,97.4268,101.429,92.3211,95.4919
Rpt3,68.3351,73.7349,113.209,122.156,84.9828,91.6892,137.622,148.536,244.533,263.91,304.909,329.03
Gtp-bp,85.9122,91.6769,120.573,128.674,96.3137,102.791,57.5392,61.4232,59.1167,63.0965,52.485,56.0195
Klp10A,15.9546,16.7303,16.9573,18.2456,15.8924,17.0851,15.3561,16.7598,34.1167,37.3043,39.5105,42.4168
Ran,328.181,355.923,323.56,350.725,228.181,247.424,171.049,185.427,205.102,222.072,253.81,275.013
CG1597,18.512,18.9325,16.5898,16.9611,15.2922,15.641,12.1529,12.426,13.9869,14.3065,13.0968,13.3857
CG11752,143.345,143.345,137.923,137.923,125.546,125.546,77.4797,77.4797,57.0005,57.0005,45.7582,45.7582
CG1737,20.4848,20.1951,19.323,18.8894,13.4434,13.2123,12.0544,11.6752,19.0433,18.692,19.119,19.156
Tim8,106.624,142.803,103.327,136.843,69.5362,91.5368,29.3659,38.5594,29.1237,38.591,35.15,46.3039
dlg1,47.1024,43.3482,31.6844,29.4945,33.4957,31.1284,14.3573,15.0907,25.9514,26.6278,28.2634,28.1303
Gs2,289.24,290.781,212.552,218.275,119.595,118.599,239.036,235.894,403.507,395.414,640.037,632.339
CG1749,28.3629,30.068,63.6964,67.4518,45.5567,48.2596,33.2738,35.212,30.8664,32.7282,31.6512,33.564
Spase25,56.6853,73.3473,128.362,165.551,88.5552,113.975,111.525,143.845,108.998,140.608,102.55,132.233
CG1572,174.232,183.922,76.0261,80.1622,143.632,152.393,169.231,178.214,155.572,164.162,117.553,124.295
RpII215,26.3507,26.8749,19.0906,19.4615,17.3191,17.6425,17.2722,17.5227,28.4816,28.9769,27.8633,28.3233
CG11699,33.5434,46.4231,38.2339,55.2194,40.1782,54.6876,40.7979,57.8658,34.6936,48.673,31.5082,43.2078
e(y)2,12.9063,13.5526,14.7734,15.2872,13.3932,13.6601,23.7241,24.2927,27.9625,28.6353,25.8077,26.6767
rho-4,18.1076,18.9235,26.8363,27.7299,12.9311,13.7692,20.415,21.3205,29.927,30.2285,46.388,47.6722
