	NP_001163784	NP_609202
AAY27479	0.2800404400429133	0.022202063659066143
NP_001285058	0.9620738588838528	0.8587745703838735
NP_001285268	-0.9301865481878118	-0.8035814944020335
NP_610398	-0.5068104418810644	-0.7125410088573318
NP_610460	-0.07377744130390086	0.18668605552532017
NP_001262598	-0.29282764636813224	-0.5301819368178113
NP_732486	0.9998511876572289	0.9702874435549198
AEC46900	0.5394786615213832	0.738909276420149
CAL26784	0.9872504069468827	0.9124815338425346
NP_477134	-0.44623082353906135	-0.6625225621502233
NP_001285124	0.9904989899529723	0.9212207584208548
CAQ53523	0.9320400592298758	0.8065958742259091
NP_523444	0.9930519794820893	0.9288195335367301
NP_649439	-0.9466266552904937	-0.8310383732826819
NP_001286407	-0.9170405410337817	-0.7826816439521027
NP_001260796	-0.9409333065338928	-0.9964918625817759
NP_724906	-0.7540176747424919	-0.5584573613481281
NP_523478	-0.9714948449127317	-0.8771163803248444
NP_524834	-0.9797449591976234	-0.8946072609383715
NP_610676	0.9972154576056577	0.9439900397408472
NP_524103	0.9439850105235144	0.8265062797658795
NP_609202	0.9659690463001166	0.9999999999999998
NP_649252	0.4862930989419556	0.6957580742750843
NP_001285316	0.9953308392542491	0.9364925917236762
NP_477210	0.3728476005277232	0.12015268427335457
NP_572573	-0.9991705476233217	-0.9546349673652627
NP_569851	-0.12341253083729063	0.13746768660214193
NP_524776	0.973418543775627	0.8810509089983491
NP_001261786	-0.8501185044389548	-0.9573950834348349
NP_573098	0.9987972382973141	0.9521248707053205
NP_001262379	-0.8243616343353222	-0.942724502356045
