	AAO41419	NP_610117	NP_001285543	NP_477153	AAM29197	NP_001259808	AAN71357	NP_001246992	NP_001287347
NP_647887	0.06884728166174785	0.946296210132638	-0.8665956734803255	0.9968957858809093	-0.3798451593474361	-0.4373677359191879	0.8655767715736288	-0.9808698777858523	0.09457661362784833
NP_524551	0.7711606755534589	0.41670734282683236	-0.23437803905252025	0.6289655264933679	-0.9325416414031984	0.35142332998934334	0.23239609075308576	-0.8162855980384415	0.7873376422384296
NP_608836	0.8109288886867981	-0.7741507593410393	0.8813036150024799	-0.5931539192365369	-0.5851059558484457	0.9946499766648645	-0.8822649534387292	0.35250003629670906	0.7955540203767217
NP_523702	-0.9972797001629689	0.18545682178755107	-0.37071445323776747	-0.06382155595871568	0.9696625043192784	-0.8279531388230188	0.37260668799762814	0.3321616025813898	-0.9988501031629695
NP_647636	-0.16079843701331806	0.9951218366531174	-0.9576540028520037	0.9885326181768027	-0.15855557953373936	-0.6311778743676928	0.9570651617389877	-0.9104950052051318	-0.1352672359379779
NP_001286321	-0.0672911577735883	0.9814386419902184	-0.9263420939933464	0.9983513590824848	-0.2506823744930564	-0.5554577479227675	0.9255724005063108	-0.9453404432031481	-0.04151372050862792
NP_572273	0.1493773437794646	0.917020183993921	-0.8233578101219907	0.9872510567746244	-0.4534796476039814	-0.36313723255296915	0.8221993551524597	-0.993408695690624	0.17485147026596917
NP_649212	0.7940066970472344	-0.7917926092035054	0.894351627961917	-0.6157493631956515	-0.5618700907033869	0.9913199580536596	-0.895261604763789	0.3788998702756928	0.7780498409468994
AAL28855	-0.8091721679086644	0.7760437435787864	-0.8827154110789631	0.5955632872873737	0.5826737200910252	-0.9943360203313661	0.8836713605699248	-0.3553021269314046	-0.7937352381421509
NP_524485	-0.9704568790903914	0.016634045853010884	-0.20833887000675227	-0.231643579145971	0.9970332670392313	-0.7212089469687907	0.21033194705253858	0.48686434019164954	-0.9763616473552627
AAA28789	0.5420729112956822	-0.9515408743191318	0.9928866426668321	-0.8456632179017786	-0.24951057567227197	0.8886868401430981	-0.9931272596617725	0.6691595055520992	0.5202003633794889
NP_611051	0.8074225409969203	-0.7779144713024693	0.8841079131710369	-0.5979478048750234	-0.5802560732862151	0.9940157974288067	-0.8850585090112677	0.3580783076381488	0.791924190734809
NP_610475	0.999409322239831	-0.29043980673353387	0.46879656653506036	-0.04427026161427552	-0.9376118424155195	0.8836477339042921	-0.4705959786520018	-0.22841046820958383	0.9981891927551182
NP_647931	-0.05648048216116093	0.9793038870209633	-0.9222077927117108	0.9989144926592586	-0.2611530988336725	-0.5464184717052355	0.9214177022772201	-0.9488169073454402	-0.030689343899841702
NP_001261537	0.9275391331484517	0.1224013178039669	0.07047393892278161	0.36451389160340736	-0.9980602442521922	0.6180046494091901	-0.07250696012027376	-0.6034655635757157	0.9368772404470038
NP_001262255	-0.09686560104816136	0.9866967838473998	-0.9371109272881606	0.9962087109646894	-0.22184810029796784	-0.5798862195275798	0.9363975719982746	-0.9352488438871182	-0.07114118828640169
NP_001260255	-0.8557480981819412	-0.2797055757784705	0.09012354178756944	-0.5088850708743863	0.9752219588410889	-0.4841782227792296	-0.08809341357876327	0.7233339644433576	-0.8688186702754611
NP_001163585	0.814272074078614	0.3513459840135471	-0.16500878279030198	0.5723838062012021	-0.955750716986865	0.41678244106100487	0.16299814455358208	-0.7733697288079056	0.8289850608731505
NP_569971	0.8553399072652722	0.2804624437970034	-0.09090872961464429	0.5095636154868066	-0.975047233674389	0.48348822519566315	0.08887874523377419	-0.7238781452774943	0.8684280274192564
CAK95974	-0.9888798684192769	0.11081557220699265	-0.29961117341718563	-0.13890741796790018	0.9853372432751726	-0.783298803696996	0.30155515278357964	0.4023546854237623	-0.9923892470192531
NP_001188848	-0.9852757463866036	0.4188066955226203	-0.5853991203161812	0.1807304968063641	0.8811327060477362	-0.9394569136336385	0.5870503940135523	0.09286628116280113	-0.9805340175423718
NP_722721	0.841466145411693	-0.7386862053735207	0.8543821050193153	-0.5486239356089587	-0.6282205022833307	0.9987882521802859	-0.8554394897079922	0.3012354879636061	0.8272384473737424
AAV59185	0.28098153852735724	-0.9996998209851352	0.9857973855813267	-0.962451123868463	0.03590270227789238	0.7217919845055788	-0.9854530386205943	0.8527158103386743	0.25611432992399347
NP_001261404	0.9332638238923207	0.10688314625970413	0.08604719555854475	0.34992345869835995	-0.998910944757914	0.6302098368786876	-0.08807769254422393	-0.590936163808513	0.9422248394124602
NP_610604	-0.8767872091344896	0.6903482803728749	-0.8164360482540717	0.4895456762974627	0.6804765281619487	-0.9998017061450319	0.8176113025797797	-0.23463127580334914	-0.8640818720602526
NP_001259531	-0.4317984698682909	0.9827200120536693	-0.9999750107802718	0.9062057999866012	0.12542742311847074	-0.8237858148580713	0.9999585243251774	-0.7575119030846811	-0.4083715572637728
NP_722922	-0.8544199396672251	0.7219918311929271	-0.8414268016203882	0.52802657954652	0.6470479900557953	-0.9996927037539807	0.8425264573392645	-0.2778408095403054	-0.8407229561424863
NP_001014589	0.2734803326234466	0.859081779457947	-0.7447976553543187	0.9591195977173865	-0.5627729372637988	-0.24213123492927832	0.743436013372961	-0.9999256757105071	0.29821865228528327
NP_001284957	0.06072430352906635	0.9488965321702492	-0.8706289178492292	0.9975036410059902	-0.3723026563933699	-0.4446734178553649	0.8696244191759592	-0.9792528094992367	0.08646995544140736
NP_001246805	0.18252644761811146	-0.9970555182948956	0.9637709325791275	-0.9849618509416135	0.13674189425678074	0.6481303624955933	-0.9632252694372505	0.9011537386629696	0.1570857445462531
NP_730244	-0.4041159585149175	0.9879034909986875	-0.9992953379440758	0.9186684364751797	0.09514091162292011	-0.8061304908480404	0.9992167583588871	-0.7770509481586971	-0.38036946671988403
AAM50288	-0.8530157502365114	-0.28474996523079865	0.09535902848943324	-0.5134044156047755	0.9740452281187184	-0.4795708265876294	-0.09332988334913457	0.7269546951665882	-0.8662031996137405
NP_651456	0.5015918336268268	-0.965060026189478	0.997417563654658	-0.8700336991454556	-0.20328393490042915	0.8659311843504639	-0.9975618791779663	0.7036641056834982	0.4790932979254545
NP_001188681	-0.9697974401182132	0.013916073943570563	-0.20567946191293476	-0.23428707445038768	0.9972388149738436	-0.7193232775337539	0.2076736914208908	0.48923690384892377	-0.9757705006699481
NP_611273	0.324756810704748	0.8303457493536587	-0.7078758729808577	0.9425320932245416	-0.6063653049436333	-0.18966084297678362	0.7064347217937277	-0.9978269192173331	0.34906296128014763
NP_001014708	-0.22654378254044033	0.999494863033502	-0.9747879523351977	0.9761986429739038	-0.09206881075227719	-0.681711219102591	0.9743311294067192	-0.8807537018329857	-0.2013258952229505
NP_001246537	0.9803757832485982	-0.061836807827468566	0.25235932448176884	0.18741063252204862	-0.9925319502886981	0.7517998639231067	-0.25433106533628586	-0.4468622380790196	0.985137920003333
NP_610705	0.8321850842131032	-0.750007516965199	0.8630691023319806	-0.5627193599380236	-0.6149398172108009	0.9978103563845778	-0.8640967934446692	0.31735816951955403	0.8175942335987566
NP_001261020	-0.3097902689044634	0.9985065926844408	-0.990412751390526	0.9538288576521596	-0.0057546441301965946	-0.7423317523653424	0.9901291328347639	-0.8365779006540023	-0.2851434140223608
NP_649710	0.7495376881051129	-0.8325785889425438	0.9234545671312898	-0.6693585904686893	-0.502628252295951	0.9796950325679812	-0.9242347357182534	0.4427072756127348	0.732200360535852
AAL48038	0.9025744225677548	0.18372075634388704	0.008471030541230886	0.42156637538458275	-0.9922776191795274	0.5680552049450451	-0.010509175225760756	-0.6517590013982337	0.9133872588156684
NP_001262845	0.7743742012745016	-0.8107222444018253	0.9080589477036565	-0.6403724363779489	-0.535414404749542	0.9866636922194142	-0.9089107608710083	0.4079920522471755	0.757783224193192
NP_001247371	0.929445033923639	-0.5957542019972472	0.7389063331688911	-0.37815516586413217	-0.7657320260794231	0.989695656082069	-0.7402781779538261	0.11283245817488216	0.9196111467266512
NP_649889	-0.9262720901798609	-0.12575138794918964	-0.06710577758337788	-0.3676556819271473	0.997844371879406	-0.6153468812028713	0.06913927914888934	0.6061542326286485	-0.9356914001441474
ABY20522	-0.30961174811217396	-0.8391386923681662	0.7190652571760906	-0.9477474717137938	0.5935894785885325	0.20531603315769104	-0.7176473070041894	0.9987518857881387	-0.3340537040313602
NP_001303424	-0.9708309417995609	0.018189035610910967	-0.20985971633316883	-0.23013037494902835	0.9969123527276443	-0.7222854065072305	0.21185212739250917	0.48550529715638546	-0.9766966180803222
ACN94197	0.8555554205989536	-0.7204753136292787	0.8402417450467551	-0.5261660908115325	-0.6487156774582813	0.9997445789179249	-0.8413451553116121	0.2757370327764131	0.8419063773768048
NP_650442	-0.3915916124272473	-0.7883495719313512	0.6555270251430237	-0.9162124557448494	0.6617029708133946	0.11892843666028934	-0.6539864457477239	0.9905557976007144	-0.41521315753080945
AET07646	0.13525139548550852	-0.9922416534701072	0.9498976227791057	-0.9921032556682693	0.18400544326772583	0.610932940689541	-0.949258576333585	0.9208722489761754	0.10962999514881902
NP_001014654	0.21202349669187368	0.8897683524159963	-0.7855571111910209	0.9751149772441358	-0.5093008504152922	-0.30308306161986565	0.7842942414492761	-0.9986909910312646	0.23717948728355182
NP_649589	0.624145959269437	0.5943398072973997	-0.42883523331100176	0.7750828295308729	-0.8386310292032793	0.15187664218688757	0.4269930358777905	-0.9174311639487618	0.6441062849410377
NP_001137877	-0.14694550639570006	0.9936409572927988	-0.9535233523566935	0.9905525249664453	-0.17238221052674918	-0.6202417375149785	0.952907212378491	-0.9162028923161702	-0.12136323333792522
AAL48182	0.7769448544488006	-0.8083310820723948	0.9063454869268724	-0.637238827621628	-0.5388499440602741	0.9873184727846663	-0.90720483496354	0.4042701136160736	0.7604345719912305
NP_608841	0.4804213380972144	0.7238370444273439	-0.5778614771893731	0.872232785662939	-0.732414978181811	-0.020434816835082952	0.5761968018761775	-0.9722066476960347	0.5029006864102286
NP_610454	0.7886988285197982	0.3910690082876105	-0.20704288223740913	0.6069319577529672	-0.9422936969548933	0.37752155921138253	0.20504838150794752	-0.7997771649249977	0.8043056466817962
NP_001162901	-0.12401212141530403	-0.926931290367893	0.8376184690824233	-0.9910027453645623	0.4305114252512806	0.3868738980776738	-0.8365033314466853	0.9901481990190146	-0.14958505890031007
NP_001245976	0.26828040522996666	0.86183412925893	-0.7483914041733762	0.960634338740998	-0.5582994786667911	-0.24736883101641827	0.7470379750031567	-0.9999769457837117	0.29305822981776064
NP_001286743	0.9792444034314263	-0.05618725927591852	0.24687906836846857	0.1929667450424486	-0.9932064156666401	0.7480560721805339	-0.24885370002867968	-0.45191798678237743	0.9841500575834705
NP_650991	0.9209634678642724	-0.6135625048643333	0.7537866477560624	-0.39875840667658513	-0.7511608320223044	0.9926496379936932	-0.7551244456832343	0.13501950171914096	0.9105983683244185
AAO39618	-0.3789721631447323	0.9917716907906218	-0.9978966817617828	0.9291189935248684	0.06790594405184268	-0.7896612361248302	0.9977624813868068	-0.7939592055384864	-0.3549578372073855
NP_001097173	-0.15278860759395219	0.994289021844401	-0.9552874429064142	0.9897247902644197	-0.16655784852944372	-0.624866633017583	0.9546827957557563	-0.9138187405181132	-0.12722725038538155
AAM51120	0.39126351564586426	-0.9899787144167326	0.998671533342252	-0.9241116925931482	-0.08118758968205599	0.79776261707203	-0.9985644320368082	0.7857915780177438	0.3673775014329882
NP_650131	0.13361146969586538	-0.9920345446983216	0.9493790496235256	-0.9923094668464062	0.1856318807954645	0.6096219114446607	-0.9487368009592408	0.9215161930783062	0.10798487290485206
BAF96746	0.9926109854131657	-0.37273416326081954	0.5439986044302625	-0.1311729752867139	-0.9037409250543424	0.9210877047874084	-0.5457077294797515	-0.14268864403562517	0.9891480063049762
NP_573024	-0.4799408346913087	0.97127295286418	-0.9988942016705256	0.8820149470303983	0.17889198435911416	-0.853235757917323	0.998987953613368	-0.7211021720455992	-0.4571346802230591
NP_650121	-0.37936002380840356	-0.7964356410544778	0.6654798363957595	-0.9214434603952398	0.65170608108351	0.13207971125286855	-0.6639570828869005	0.9922862713569638	-0.4031175522916678
NP_733074	-0.994526297049664	0.15500868391624137	-0.3418433183380537	-0.09462367035083542	0.9767519521650884	-0.8102317383150318	0.3437580541764075	0.3611444289117828	-0.9968920631881147
NP_730465	0.7216430661877558	-0.8546816672021754	0.938471948864475	-0.699384266829805	-0.46660264595379164	0.9706079421654703	-0.9391739152171329	0.4792554975576108	0.7035327896169161
AAL13972	-0.6670610786123874	-0.548212550042883	0.377397225315443	-0.738354505322304	0.8679124444972156	-0.20717423715215588	-0.375508930474677	0.8936242993252881	-0.6860699508612653
NP_651223	-0.8730518166651693	-0.2464894498276169	0.05578584654587117	-0.4789497765716761	0.9822596077799974	-0.5140115202504143	-0.05375066928267831	0.6991352804094294	-0.8853482769685774
NP_732404	-0.6491645981822325	0.9021056506067986	-0.9681832889770535	0.7670451339936786	0.3762620303085745	-0.9418375804524103	0.9686913302148003	-0.5642243354804181	-0.6293132764486034
AAO41419	1.0	-0.2573838699970468	0.4381641562891464	-0.009912027786068582	-0.9490064402501274	0.8670373614512353	-0.43999540569818063	-0.26173286611888397	0.9996667754799334
NP_001260900	0.8802694866812739	-0.6850558316507797	0.8122048815540455	-0.48317600395980154	-0.6858002944784183	0.9996299710820719	-0.8133922445016417	0.22753860463567838	0.8677283120263654
NP_477454	0.3529564261198902	-0.9949626348299243	0.9956947316518121	-0.9390923106787797	-0.03999123388715911	0.7722024886125997	-0.9955037331355422	0.8106433944332199	0.3286866533313504
AAX59004	-0.10245728962761207	0.9875947970241135	-0.9390575639873012	0.9957040971195729	-0.21636498717021285	-0.5844553732392694	0.9383549497045622	-0.9332447725905462	-0.0767454708635756
ADF28788	-0.5752541650745702	0.9384776734093846	-0.9873291212368269	0.823636473807469	0.2880479096088878	-0.9063171368661861	0.9876505095190583	-0.638897492866668	-0.5539476664808233
AAK93410	0.9812679869937679	-0.06640529632928491	0.2567864073279016	0.18291188415769147	-0.9919631153492477	0.7548106120227484	-0.2587557635972709	-0.44276215590011636	0.9859139204864074
NP_649465	-0.30388818370220483	0.9988261735578491	-0.9895370765019798	0.955673051353152	-0.011955627886887157	-0.7381624754310444	0.9892409468574508	-0.8399591285982894	-0.27919417785575923
NP_996330	-0.4715830714341975	-0.7307345221354614	0.5860342414972384	-0.877103976805992	0.7255355377415512	0.030481430180207023	-0.5843814699793581	0.9745104415388411	-0.4941888521508787
NP_001260098	0.15748490878854496	-0.9947851209949949	0.9566822587494506	-0.9890338764010972	0.16186852665872023	0.6285710473269102	-0.95608687172235	0.9118777731711855	0.13194102412992897
NP_477468	0.597732793499221	0.6208388873744559	-0.45873487581977673	0.7957312681275528	-0.8199921020602781	0.11881744304864135	0.4569228015920869	-0.9301948968844124	0.6182281973083711
AAM50015	-0.3130185039951061	0.998315240340675	-0.9908763171252287	0.9528030189036069	-0.002357521637880681	-0.7446036668401448	0.9905995570297186	-0.8347119539940678	-0.28839788123050214
NP_523366	0.5977169585931463	-0.9285397792401173	0.982548720221032	-0.8075924047467528	-0.3144936897379135	0.9176880380311426	-0.9829258020795896	0.6173178014534185	0.5768228968586099
NP_001163512	0.47563532340604986	-0.9724275952877015	0.9991126281810307	-0.884313861066202	-0.17406778813673726	0.8506694574046045	-0.9991963999522149	0.7244891402575099	0.45277015597155684
NP_001262722	-0.9857892511427484	0.09139909211931675	-0.2809350593131829	-0.15820733951188168	0.9884792976063538	-0.7710178614388722	0.2828906248629282	0.4201442497286245	-0.9897970922505078
NP_001245759	-0.9967335524774247	0.3345825589169696	-0.5093279398970206	0.0906359790152311	0.9204463375417895	-0.9044434917097062	0.5110809312891165	0.1829329088786625	-0.9943167086166881
NP_728830	-0.6758301371179914	-0.5382776081587375	0.366412658773957	-0.7303223547822539	0.8737294271437908	-0.21873618991493385	-0.36451541652530645	0.8882508099656206	-0.6946309828076331
NP_511096	0.43153926208818494	-0.9827731612878993	0.9999729380036683	-0.9063272689003574	-0.1251423274768006	0.8236228762394182	-0.9999558658611877	0.7576994664225659	0.4081092338380469
NP_659573	0.8413409357177398	0.30574718741816753	-0.11721159881771265	0.5321388445106598	-0.9688357143901759	0.46017122726156906	0.11518716956413934	-0.7418695616045331	0.8550129134949875
NP_523767	-0.15750360900747168	-0.9137092753615398	0.8186628997462593	-0.985908719209187	0.4607937184311637	0.35546274801044225	-0.8174906928511857	0.9943177422960642	-0.18294245478222423
NP_650686	0.8834730786896797	-0.6800901373410921	0.8082222883316315	-0.4772159258907978	-0.690729581861239	0.99942206918437	-0.8094208805021715	0.2209168761876037	0.8710855144189944
NP_001246361	0.2728183226103817	-0.999871884481291	0.9843351154065297	-0.9647224919536104	0.04439125584365601	0.7158862372878477	-0.9839737142857946	0.8571227861625565	0.24789311051789858
NP_001163564	-0.3889662731893665	0.9903279580119182	-0.9985398659282919	0.9250621826933738	0.07870064986675335	-0.7962557661778958	0.9984276867378258	-0.7873322209365208	-0.36505589995862586
NP_610718	0.7588770758083425	0.433970608600233	-0.25287813918287416	0.6436798905657469	-0.9254850695602576	0.333501965897002	0.2509056249377044	-0.8271551837287384	0.7754348408447879
NP_001286827	0.39566870552333017	-0.9892906841475071	0.9989069757171279	-0.9222700747756586	-0.08596252025304081	0.8006427062428692	-0.998809628727126	0.7828189437380335	0.371829891560142
AAL90389	0.38183656513184394	-0.9913704263876358	0.9980926729359734	-0.9279692333703595	-0.07099571858289547	0.7915577445977449	-0.9979647724332324	0.7920723593135711	0.35785169845889986
NP_523450	0.03959720576106253	-0.9757430660599308	0.9155400665037321	-0.9995591248804008	0.2774314314810195	0.5321846234758473	-0.9147183318632582	0.9540195285690531	0.013790732333865472
NP_477424	-0.8812569463832685	-0.2298926469374686	0.03871625495715955	-0.4638792255297447	0.9853206442978447	-0.528594317800427	-0.03667946730122042	0.6868154191700436	-0.8931637289025632
NP_572475	-0.07476552931072059	0.9828481159871093	-0.9291386676022666	0.9978932311524551	-0.24342135547002472	-0.5616731222497912	0.9283831378815155	-0.9428704679692209	-0.048999340398281445
NP_001246637	0.34306564768036235	-0.9959648756513313	0.9946613918489807	-0.9426657616151572	-0.029447303264431585	0.7654561980060681	-0.9944489948944689	0.8167758121280058	0.31870439202781253
NP_001163143	-0.9094693819503454	0.6358460130698272	-0.7722312584345443	0.4247651633065264	0.7320177449742403	-0.9956989278838975	0.773524629996055	-0.16323924878875695	-0.8984338124430667
NP_001285891	-0.4023345640583062	-0.7810946340271175	0.6466432081389556	-0.9114597828072637	0.6704332871617839	0.10729885100721553	-0.6450871140253415	0.9888831367963807	-0.4258325889582119
NP_651136	-0.9999368211910271	0.2682296135027853	-0.44824069391157384	0.021151562246777715	0.9454027732884037	-0.8725831910085912	0.4500617677609475	0.25086746450305514	-0.9993134553159007
NP_001261465	0.9992093610019481	-0.2955983398569914	0.4735554765751828	-0.04965966339915903	-0.9357223246348506	0.8861607119359918	-0.4753496972632423	-0.22315443406207264	0.9978501206988679
NP_001246993	-0.5672554868959755	-0.6497937049289066	0.49172662554034624	-0.8178787616388241	0.79795618900493	-0.08150762361501139	-0.48995081138402125	0.9433028985581167	-0.588324980984644
NP_733336	-0.05924278816559997	0.9798601539937917	-0.9232742231736631	0.9987817806529098	-0.2584811800741087	-0.5487337255274497	0.9224893344916605	-0.9479394021790122	-0.033454862179388006
NP_730632	-0.4811202255843468	0.970952046623768	-0.9988300714819367	0.8813804343644912	0.18021496367862863	-0.8539363519533917	0.9989265615305628	-0.720169779626145	-0.4583303597054089
AAN71357	-0.43999540569818063	0.9809934391497324	-0.9999979227960453	0.9023171560402198	0.13445796454515516	-0.8289147957930829	1.0	-0.751534804170102	-0.4166682436142337
NP_648303	-0.7081119187228415	-0.5000545725900172	0.32444067019020495	-0.6990467003959034	0.8946055824592539	-0.2621499114308352	-0.32251201705732113	0.8668219728103822	-0.7261028929888689
NP_001246747	-0.10965048462002236	-0.932260326679143	0.845429909581139	-0.992834518617273	0.4174147666490703	0.4001677571620426	-0.8443395596651893	0.988019894481804	-0.1352718197880789
NP_001261383	-0.5991489497264009	-0.6194522153929068	0.45716350251736004	-0.7946594683153457	0.8210025602555555	-0.12057235236019083	-0.455349781644593	0.9295446117620283	-0.619616575710304
NP_476778	-0.9393246284404799	0.5732395891992138	-0.7199258823195966	0.3523232669813526	0.7832827773484796	-0.9853416415001872	0.7213390261148758	-0.08521949291275285	-0.9301568221715958
AAA29000	0.9960833429805734	-0.34181617875361914	0.5159276880626994	-0.09828816906554698	-0.9174147300746023	0.9076957854733467	-0.5176726343354859	-0.17537070689057238	0.9934690097191753
NP_001286247	-0.2634578401092675	0.9999802113858024	-0.9825756145225738	0.9672349226084396	-0.05409576487012822	-0.7090684419901603	0.9821947403776495	-0.8620872508564696	-0.23846849415330404
NP_723510	0.10060438145491575	-0.9873006218850616	0.9384156712295972	-0.9958748263682362	0.21818302545326315	0.5829430527013499	-0.9377094945708963	0.933912252053445	0.07488829866884998
NP_001036408	-0.9368632727788082	-0.09678086402016274	-0.09616003740754564	-0.3403924857444085	0.9993332426253859	-0.6380618914986846	0.09818862766058839	0.5827135151515891	-0.9455779698080121
NP_733407	0.9863027112033897	-0.41324660489710874	0.580431023182143	-0.17471348683278926	-0.8840075073222137	0.9373441773336642	-0.582089571799565	-0.09895244099291853	0.9817162307855034
NP_001027110	-0.3016202327904281	-0.8436742453054248	0.7248725951882413	-0.9503916433060133	0.5868141394219624	0.21352301172797583	-0.7234669838536519	0.9991359110926945	-0.3261310655731176
NP_476905	0.8035421904372341	0.3683746532469516	-0.18298187269172397	0.5872538297392059	-0.95022256217226	0.40012297325170365	0.18097767017014532	-0.7848110780321171	0.8186398737237474
NP_651435	-0.09365856105571244	0.9861679090447987	-0.9359815930728489	0.9964838130583586	-0.2249883558960494	-0.5772585095606644	0.9352620902281896	-0.9363844384817446	-0.06792729464749067
NP_001034071	-0.9566072087180146	-0.035348490447139655	-0.15723044298260894	-0.28188435859214844	0.9996860802437709	-0.6842358138117873	0.15924300010321615	0.5315987128538302	-0.9638100034816482
NP_572536	0.0902464701895441	0.9391381906110946	-0.8556842291693069	0.9949760114973253	-0.3996147478141043	-0.4179629657953753	0.8546276683592671	-0.9848225313253752	0.11592458840408179
NP_001285717	0.3839152763509127	-0.9910729405275194	0.99822905706916	-0.9271283414507298	-0.07324003468295986	0.7929308092586508	-0.9981057342380206	0.7906967867069166	0.35995195634448574
NP_648211	-0.7959322890098176	-0.38012961821025765	0.19542912203724294	-0.5974666122771309	0.9461967419928504	-0.38847378980687286	-0.19342978228467028	0.7926037658526546	-0.811294201758535
NP_647679	0.6351056461807736	-0.9098676359396032	0.9726097335897181	-0.7786825223870918	-0.35920711557516266	0.9355159123928771	-0.9730814892807697	0.5792707917923992	0.6149549951149335
NP_610851	-0.6659347699985807	0.8922771983101216	-0.9623733624165383	0.752574090475621	0.39679175523607607	-0.9490846685474961	0.9629252142735101	-0.5457073164082797	-0.646455718107867
NP_001286094	0.7287339579633619	-0.8492899540476755	0.9348656065795911	-0.6919865080632732	-0.4756864143251792	0.9730349259227472	-0.9355872419695361	0.4701915134993561	0.7108141045313402
NP_611335	-0.4674593073546414	0.9745479507934232	-0.9994601841710777	0.8886046324725639	0.16493038549119712	-0.8457588784659579	0.9995250708769244	-0.730848692146493	-0.4444840069448351
NP_477385	-0.3220451862425283	0.9977176721695762	-0.9921143701833239	0.949869911510095	0.007161793345546128	-0.7509240838424603	0.9918568453819538	-0.8294320172098083	-0.2974995828424639
NP_001163400	0.9848906025586313	-0.42083812488689804	0.5872122854670369	-0.18293141291598117	-0.8800721109048886	0.9402215269082451	-0.5888608806491231	-0.09063749439172264	0.9800920873132535
NP_610348	-0.7831408838047356	-0.3993260778826281	0.21582846691867572	-0.6140512557058918	0.9392463196461425	-0.36918274776425464	-0.21383782175699662	0.8051407547693984	-0.7989319150546065
AEV12238	0.9110645297662502	-0.632867611609518	0.7697776584724761	-0.4212740222704178	-0.7346371949543687	0.9953345799716015	-0.7710770898446296	0.1594368788153166	0.9001189599570535
AAR96139	-0.6456776890021076	-0.5716964317058404	0.403492423220611	-0.757172571007208	0.8534854596637941	-0.17936321611950679	-0.40162663436130325	0.9059859561476412	-0.6651739996518929
NP_001285543	0.4381641562891464	-0.9813869024677923	1.0	-0.9031939095683733	-0.13243795844416986	0.8277729362699273	-0.9999979227960453	0.7528778536147444	0.4148145026381517
NP_001259752	-0.5521421343284191	-0.663547848448835	0.5075247916794577	-0.8282361941579507	0.7868317012993848	-0.06331765165440094	-0.5057675180864762	0.949199515721923	-0.5734801723622743
NP_001259525	-0.43324200346927966	-0.7594033964324918	0.6203228138397731	-0.8969390476915977	0.6952832478593088	0.07341838135533037	-0.6187228422642841	0.983253084019385	-0.4563627879998579
NP_648417	0.3935904346307327	-0.9896182888144123	0.9987986966704699	-0.9231420211612208	-0.0837088327927491	0.7992854946211209	-0.9986967450255948	0.7842243702749485	0.36972927230239744
NP_001246669	-0.6439320230202964	-0.5735687722608055	0.4055810682243885	-0.7586624507067791	0.8522930738295099	-0.17711592127235842	-0.40371715816933434	0.9069503709229191	-0.6634669296273517
NP_001027578	0.9921514797740185	-0.37619279314241344	0.5471246234826859	-0.13486984806894828	-0.9021378941859942	0.9225335976029	-0.5488295943116563	-0.13899580383085755	0.988593102206377
NP_001246465	0.365546687932395	-0.9935197010194687	0.9968546094024906	-0.9343705888134739	-0.05346744533418015	0.7807038536318901	-0.9966910043937114	0.8026703102884961	0.3413978315842764
